### IMAGE_DOS_HEADER   Groesse 128 (0x80)
  +0x214   field129_0x214                             char * *               4 Byte
  +0x218   field130_0x218                             char * *               4 Byte
  +0x21c   field131_0x21c                             char * *               4 Byte
  +0x220   field132_0x220                             char * *               4 Byte
  +0x224   field133_0x224                             char * *               4 Byte
  +0x228   field134_0x228                             char * *               4 Byte
  +0x22c   field135_0x22c                             char * *               4 Byte
  +0x230   field136_0x230                             char * *               4 Byte
  +0x234   field137_0x234                             char * *               4 Byte
  +0x238   field138_0x238                             char * *               4 Byte
  +0x23c   field139_0x23c                             char * *               4 Byte
  +0x240   field140_0x240                             char * *               4 Byte
  +0x244   field141_0x244                             char * *               4 Byte
  +0x248   field142_0x248                             char * *               4 Byte
  +0x24c   field143_0x24c                             char * *               4 Byte
  +0x250   field144_0x250                             char * *               4 Byte
  +0x254   field145_0x254                             char * *               4 Byte
  +0x258   field146_0x258                             char * *               4 Byte
  +0x25c   field147_0x25c                             char * *               4 Byte
  +0x260   field148_0x260                             char * *               4 Byte
  +0x264   field149_0x264                             char * *               4 Byte
  +0x268   field150_0x268                             char * *               4 Byte
  +0x26c   field151_0x26c                             char * *               4 Byte
  +0x270   field152_0x270                             char * *               4 Byte
  +0x274   field153_0x274                             char * *               4 Byte
  +0x278   field154_0x278                             char * *               4 Byte
  +0x27c   field155_0x27c                             char * *               4 Byte
  +0x280   field156_0x280                             char * *               4 Byte
  +0x284   field157_0x284                             char * *               4 Byte
  +0x288   field158_0x288                             char * *               4 Byte
  +0x28c   field159_0x28c                             char * *               4 Byte
  +0x290   field160_0x290                             char * *               4 Byte
  +0x294   field161_0x294                             char * *               4 Byte
  +0x298   field162_0x298                             char * *               4 Byte
  +0x29c   field163_0x29c                             char * *               4 Byte
  +0x2a0   field164_0x2a0                             char * *               4 Byte
  +0x2a4   field165_0x2a4                             char * *               4 Byte
  +0x2a8   field166_0x2a8                             char * *               4 Byte
  +0x2ac   field167_0x2ac                             char * *               4 Byte
  +0x2b0   field168_0x2b0                             char * *               4 Byte
  +0x2b4   field169_0x2b4                             char * *               4 Byte
  +0x2b8   field170_0x2b8                             char * *               4 Byte
  +0x2bc   field171_0x2bc                             char * *               4 Byte
  +0x2c0   field172_0x2c0                             char * *               4 Byte
  +0x2c4   field173_0x2c4                             char * *               4 Byte
  +0x2c8   field174_0x2c8                             char * *               4 Byte
  +0x2cc   field175_0x2cc                             char * *               4 Byte
  +0x2d0   field176_0x2d0                             char * *               4 Byte
  +0x2d4   field177_0x2d4                             char * *               4 Byte
  +0x2d8   field178_0x2d8                             char * *               4 Byte
  +0x2dc   field179_0x2dc                             char * *               4 Byte
  +0x2e0   field180_0x2e0                             char * *               4 Byte
  +0x2e4   field181_0x2e4                             char * *               4 Byte
  +0x2e8   field182_0x2e8                             char * *               4 Byte
